Y,X,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,gemeindeteil_name,gemeindeteil_schluessel,strasse_name,strasse_schluessel,hausnummer,hausnummer_zusatz,postleitzahl
53.875587629582668,11.949576959826718,91f5371c-f580-11e4-a7bb-0050569b7e95,Landkreis Rostock,13072,Amt Bützow-Land,130725252,"Bützow, Stadt",130725252020,Bützow,,,,,,
53.874510039095398,11.955384345867854,91f54702-f580-11e4-a7bc-0050569b7e95,Landkreis Rostock,13072,Amt Bützow-Land,130725252,"Bützow, Stadt",130725252020,Bützow,,,,,,
53.877051233241815,11.958739677662615,91f55800-f580-11e4-a7bd-0050569b7e95,Landkreis Rostock,13072,Amt Bützow-Land,130725252,"Bützow, Stadt",130725252020,Parkow,,,,,,
53.872739743114145,11.957330332723203,91f5671e-f580-11e4-a7be-0050569b7e95,Landkreis Rostock,13072,Amt Bützow-Land,130725252,"Bützow, Stadt",130725252020,Parkow,,,,,,
53.872288040352316,11.948223827053891,91f57664-f580-11e4-a7bf-0050569b7e95,Landkreis Rostock,13072,Amt Bützow-Land,130725252,"Bützow, Stadt",130725252020,Bützow,,,,,,
53.940405609001353,12.681210791613667,91f5815e-f580-11e4-a7c0-0050569b7e95,Landkreis Rostock,13072,Amt Gnoien,130725254,"Gnoien, Stadt",130725254035,Dölitz,,,,,,
53.938915663843908,12.680263776723043,91f5955e-f580-11e4-a7c1-0050569b7e95,Landkreis Rostock,13072,Amt Gnoien,130725254,"Gnoien, Stadt",130725254035,Dölitz,,,,,,
53.939368069903267,12.677260230134788,91f59f5e-f580-11e4-a7c2-0050569b7e95,Landkreis Rostock,13072,Amt Gnoien,130725254,"Gnoien, Stadt",130725254035,Dölitz,,,,,,
53.939863125001999,12.674308493850774,91f5a922-f580-11e4-a7c3-0050569b7e95,Landkreis Rostock,13072,Amt Gnoien,130725254,"Gnoien, Stadt",130725254035,Dölitz,,,,,,
53.940856709407647,12.678430132735366,91f5b98a-f580-11e4-a7c4-0050569b7e95,Landkreis Rostock,13072,Amt Gnoien,130725254,"Gnoien, Stadt",130725254035,Dölitz,,,,,,
53.941294141183015,12.675636353649031,91f5cd30-f580-11e4-a7c5-0050569b7e95,Landkreis Rostock,13072,Amt Gnoien,130725254,"Gnoien, Stadt",130725254035,Dölitz,,,,,,
54.165350857588592,12.15516198331488,91f3c01c-f580-11e4-a79b-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030001,"Rostock, Hansestadt",130030001000,Stuthof,0030,,,,,
54.16410928082658,12.157919846463443,91f3cae4-f580-11e4-a79c-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030001,"Rostock, Hansestadt",130030001000,Stuthof,0030,,,,,
54.135066777113167,12.179426679815581,5156b82e-d3e8-11e5-96db-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030001,"Rostock, Hansestadt",130030001000,,,,,,,
53.896023886701009,11.941654615145243,f269b52c-d3ca-11e5-96ae-0050569b7e95,Landkreis Rostock,13072,Amt Bützow-Land,130725252,Bernitt,130725252013,Langen Trechow,,,,,,
