GENESIS-Tabelle: Temporär
Elektrizitätserzeugung, Nettowärmeerzeugung,;;;;;;
Brennstoffeinsatz: Deutschland, Monate, Energieträger;;;;;;
Monatsbericht über die Elektrizitätsversorgung;;;;;;
Deutschland;;;;;;
;;;Elektrizitätserzeugung (brutto);Elektrizitätserzeugung (netto);Nettowärmeerzeugung;Brennstoffeinsatz
;;;MWh;MWh;MWh;GJ
2015;Oktober;Hartbraunkohlen;-;-;-;-
2015;Oktober;Braunkohlenbriketts;.;.;.;.
2015;Oktober;Braunkohlenkoks;.;.;.;.
2015;Oktober;Wirbelschichtkohle;.;.;.;.
2015;Oktober;Staub- und Trockenkohle;29347;26890;50636;420311
2015;Oktober;Sonstige Braunkohlen;-;-;-;-
2015;Oktober;Dieselkraftstoff;.;.;-;.
2015;Oktober;Heizöl, leicht;40101;36307;16868;519710
2015;Oktober;Heizöl, schwer;34653;31752;.;366632
2015;Oktober;Flüssiggas;.;.;-;.
2015;Oktober;Raffineriegas;-;-;-;-
2015;Oktober;Petrolkoks;.;.;.;.
2015;Oktober;Sonstige Mineralölprodukte;3327;3109;.;31152
2015;Oktober;Erdgas, Erdölgas;3490022;3379237;3545856;33804835
2015;Oktober;Grubengas;.;.;.;.
2015;Oktober;Kokereigas;.;.;-;.
2015;Oktober;Hochofengas;.;.;.;.
2015;Oktober;Sonstige hergestellte Gase;-;-;-;-
2015;Oktober;Laufwasser;925811;911334;-;-
2015;Oktober;Speicherwasser;33350;32944;-;-
2015;Oktober;Pumpspeicherwasser;-;-;-;-
2015;Oktober;Pumpspeicher mit natürlichem Zufluss;14478;13293;-;-
2015;Oktober;Pumpspeicher ohne natürlichen Zufluss;518560;507658;-;-
2015;Oktober;Windkraft;-;-;-;-
2015;Oktober;Photovoltaik;-;-;-;-
2015;Oktober;Geothermie;16509;11800;.;-
2015;Oktober;Solarthermie;-;-;-;-
2015;Oktober;Feste biogene Stoffe;391457;349304;438982;6247433
2015;Oktober;Flüssige biogene Stoffe;.;.;.;.
2015;Oktober;Biogas;150251;145372;150846;1452885
2015;Oktober;Klärgas;3302;3133;5203;43088
2015;Oktober;Deponiegas;6773;6562;4361;67636
2015;Oktober;Sonstige erneuerbare Energien;-;-;-;500687
2015;Oktober;Klärschlamm;16007;14647;1425;149655
2015;Oktober;Abfall (Hausmüll, Industrie);-;-;-;-
2015;Oktober;Abfall (Industrie);91572;71341;161917;1864718
2015;Oktober;Abfall (Hausmüll, Siedlungsabfälle);969575;774165;1278540;17498128
2015;Oktober;Kernenergie;7054362;6703621;-;-
2015;Oktober;Wärme;56776;53772;161322;1080614
2015;Oktober;Sonstige Energieträger;1678;1614;.;.
2015;Oktober;Insgesamt;41200594;38395765;9379474;315728660
2015;November;Steinkohlen;9593984;8774324;2925888;92653782
2015;November;Steinkohlenkoks;-;-;-;-
2015;November;Steinkohlenbriketts;-;-;-;-
2015;November;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2015;November;Sonstige Steinkohlen;-;-;-;-
2015;November;Rohbraunkohlen;12298516;11413885;965554;115911622
2015;November;Hartbraunkohlen;.;.;.;.
2015;November;Braunkohlenbriketts;17178;15414;.;186984
2015;November;Braunkohlenkoks;.;.;.;.
2015;November;Wirbelschichtkohle;.;.;.;.
2015;November;Staub- und Trockenkohle;29923;27363;51057;427610
2015;November;Sonstige Braunkohlen;-;-;-;-
2015;November;Dieselkraftstoff;63;63;-;627
2015;November;Heizöl, leicht;65091;59627;41372;864290
2015;November;Heizöl, schwer;36504;33667;9305;360158
2015;November;Flüssiggas;.;.;-;.
2015;November;Raffineriegas;-;-;-;-
2015;November;Petrolkoks;.;.;.;.
2015;November;Sonstige Mineralölprodukte;9042;8385;.;89370
2015;November;Erdgas, Erdölgas;3659365;3544703;3851532;35915288
2015;November;Grubengas;.;.;.;.
2015;November;Kokereigas;.;.;-;.
2015;November;Hochofengas;.;.;.;.
2015;November;Sonstige hergestellte Gase;.;.;-;.
2015;November;Laufwasser;870965;863117;-;-
2015;November;Speicherwasser;30389;30008;-;-
2015;November;Pumpspeicherwasser;-;-;-;-
2015;November;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2015;November;Pumpspeicher ohne natürlichen Zufluss;507133;497414;-;-
2015;November;Windkraft;-;-;-;-
2015;November;Photovoltaik;-;-;-;-
2015;November;Geothermie;13214;8738;.;-
2015;November;Solarthermie;-;-;-;-
2015;November;Feste biogene Stoffe;408548;368019;482506;6592899
2015;November;Flüssige biogene Stoffe;947;890;1604;12649
2015;November;Biogas;154115;149554;162028;1505470
2015;November;Klärgas;3523;3356;5136;44762
2015;November;Deponiegas;6471;6323;4555;64829
2015;November;Sonstige erneuerbare Energien;-;-;-;267668
2015;November;Klärschlamm;12268;11089;2345;124704
2015;November;Abfall (Hausmüll, Industrie);-;-;-;-
2015;November;Abfall (Industrie);80562;63469;152444;1800188
2015;November;Abfall (Hausmüll, Siedlungsabfälle);939976;740340;1352779;17418781
2015;November;Kernenergie;7877167;7449484;-;-
2015;November;Wärme;49086;46540;168580;1028796
2015;November;Sonstige Energieträger;1665;1608;.;.
2015;November;Insgesamt;36798569;34237942;10324558;276487371
2015;Dezember;Steinkohlen;8711196;7951870;3417152;85216720
2015;Dezember;Steinkohlenkoks;-;-;-;-
2015;Dezember;Steinkohlenbriketts;-;-;-;-
2015;Dezember;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2015;Dezember;Sonstige Steinkohlen;-;-;-;-
2015;Dezember;Rohbraunkohlen;11943010;11071673;994543;115527271
2015;Dezember;Hartbraunkohlen;.;.;.;.
2015;Dezember;Braunkohlenbriketts;10295;8988;.;130482
2015;Dezember;Braunkohlenkoks;.;.;.;.
2015;Dezember;Wirbelschichtkohle;.;.;.;.
2015;Dezember;Staub- und Trockenkohle;27577;25662;53541;415088
2015;Dezember;Sonstige Braunkohlen;-;-;-;-
2015;Dezember;Dieselkraftstoff;.;.;-;.
2015;Dezember;Heizöl, leicht;61837;56136;32503;789516
2015;Dezember;Heizöl, schwer;22935;20970;8080;240836
2015;Dezember;Flüssiggas;.;.;-;.
2015;Dezember;Raffineriegas;-;-;-;-
2015;Dezember;Petrolkoks;.;.;.;.
2015;Dezember;Sonstige Mineralölprodukte;9653;8994;.;96651
2015;Dezember;Erdgas, Erdölgas;3695733;3577037;4242181;37224805
2015;Dezember;Grubengas;.;.;.;.
2015;Dezember;Kokereigas;.;.;-;.
2015;Dezember;Hochofengas;.;.;.;.
2015;Dezember;Sonstige hergestellte Gase;-;-;-;-
2015;Dezember;Laufwasser;1001562;989679;-;-
2015;Dezember;Speicherwasser;42283;41798;-;-
2015;Dezember;Pumpspeicherwasser;-;-;-;-
2015;Dezember;Pumpspeicher mit natürlichem Zufluss;34643;33154;-;-
2015;Dezember;Pumpspeicher ohne natürlichen Zufluss;518944;508165;-;-
2015;Dezember;Windkraft;-;-;-;-
2015;Dezember;Photovoltaik;-;-;-;-
2015;Dezember;Geothermie;14583;9913;.;-
2015;Dezember;Solarthermie;-;-;-;-
2015;Dezember;Feste biogene Stoffe;432957;390907;497313;7029070
2015;Dezember;Flüssige biogene Stoffe;.;.;2744;19814
2015;Dezember;Biogas;169790;165225;179011;1654546
2015;Dezember;Klärgas;3709;3504;5693;47086
2015;Dezember;Deponiegas;6175;5963;4378;63221
2015;Dezember;Sonstige erneuerbare Energien;-;-;-;234444
2015;Dezember;Klärschlamm;11850;10696;3065;122988
2015;Dezember;Abfall (Hausmüll, Industrie);-;-;-;-
2015;Dezember;Abfall (Industrie);84125;64696;170523;1900000
2015;Dezember;Abfall (Hausmüll, Siedlungsabfälle);998416;785500;1445511;18628832
2015;Dezember;Kernenergie;8105411;7665852;-;-
2015;Dezember;Wärme;53499;51559;168908;1051049
2015;Dezember;Sonstige Energieträger;1875;1818;.;.
2015;Dezember;Insgesamt;36095872;33569778;11392644;271894862
2016;Januar;Steinkohlen;10258348;9372593;3849249;99557812
2016;Januar;Steinkohlenkoks;-;-;-;-
2016;Januar;Steinkohlenbriketts;-;-;-;-
2016;Januar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2016;Januar;Sonstige Steinkohlen;-;-;-;-
2016;Januar;Rohbraunkohlen;13107066;12179556;1117184;123815906
2016;Januar;Hartbraunkohlen;.;.;.;.
2016;Januar;Braunkohlenbriketts;.;.;.;.
2016;Januar;Braunkohlenkoks;.;.;.;.
2016;Januar;Wirbelschichtkohle;.;.;.;.
2016;Januar;Staub- und Trockenkohle;28264;26368;69129;502675
2016;Januar;Sonstige Braunkohlen;-;-;-;-
2016;Januar;Dieselkraftstoff;.;.;-;.
2016;Januar;Heizöl, leicht;97314;90299;74094;1289010
2016;Januar;Heizöl, schwer;27884;25570;.;325543
2016;Januar;Flüssiggas;-;-;.;.
2016;Januar;Raffineriegas;-;-;-;-
2016;Januar;Petrolkoks;.;.;.;.
2016;Januar;Sonstige Mineralölprodukte;11017;10217;.;111386
2016;Januar;Erdgas, Erdölgas;5091489;4929767;6060769;52645452
2016;Januar;Grubengas;.;.;.;.
2016;Januar;Kokereigas;.;.;-;.
2016;Januar;Hochofengas;.;.;.;.
2016;Januar;Sonstige hergestellte Gase;-;-;-;-
2016;Januar;Laufwasser;1197427;1186378;-;-
2016;Januar;Speicherwasser;42780;42275;-;-
2016;Januar;Pumpspeicherwasser;-;-;-;-
2016;Januar;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2016;Januar;Pumpspeicher ohne natürlichen Zufluss;533048;521624;-;-
2016;Januar;Windkraft;-;-;-;-
2016;Januar;Photovoltaik;-;-;-;-
2016;Januar;Geothermie;14358;10192;.;-
2016;Januar;Solarthermie;-;-;-;-
2016;Januar;Feste biogene Stoffe;453204;408999;604830;7454211
2016;Januar;Flüssige biogene Stoffe;.;.;.;.
2016;Januar;Biogas;179589;174893;186104;1730800
2016;Januar;Klärgas;3043;2866;5388;42118
2016;Januar;Deponiegas;6144;5978;4187;62594
2016;Januar;Sonstige erneuerbare Energien;-;-;-;.
2016;Januar;Klärschlamm;12015;10995;1721;114609
2016;Januar;Abfall (Hausmüll, Industrie);-;-;-;-
2016;Januar;Abfall (Industrie);87332;68860;150105;1795378
2016;Januar;Abfall (Hausmüll, Siedlungsabfälle);918660;708651;1572760;18226657
2016;Januar;Kernenergie;8236615;7797887;-;-
2016;Januar;Wärme;39662;38480;152455;871918
2016;Januar;Sonstige Energieträger;4024;3821;.;.
2016;Januar;Insgesamt;40592790;37839542;14088722;310835831
2016;Februar;Steinkohlen;8834216;8052327;3517237;84810720
2016;Februar;Steinkohlenkoks;-;-;-;-
2016;Februar;Steinkohlenbriketts;-;-;-;-
2016;Februar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2016;Februar;Sonstige Steinkohlen;-;-;-;-
2016;Februar;Rohbraunkohlen;11790946;10936913;980668;110878480
2016;Februar;Hartbraunkohlen;.;.;.;.
2016;Februar;Braunkohlenbriketts;.;.;.;.
2016;Februar;Braunkohlenkoks;.;.;.;.
2016;Februar;Wirbelschichtkohle;.;.;.;.
2016;Februar;Staub- und Trockenkohle;22835;21291;57147;385370
2016;Februar;Sonstige Braunkohlen;-;-;-;-
2016;Februar;Dieselkraftstoff;12;12;-;118
2016;Februar;Heizöl, leicht;84637;77518;34132;1145327
2016;Februar;Heizöl, schwer;30948;28326;11855;342334
2016;Februar;Flüssiggas;.;.;.;.
2016;Februar;Raffineriegas;-;-;-;-
2016;Februar;Petrolkoks;.;.;.;.
2016;Februar;Sonstige Mineralölprodukte;10028;9302;.;99940
2016;Februar;Erdgas, Erdölgas;4000198;3875610;4901928;41971817
2016;Februar;Grubengas;26056;25389;.;.
2016;Februar;Kokereigas;.;.;-;.
2016;Februar;Hochofengas;.;.;.;.
2016;Februar;Sonstige hergestellte Gase;-;-;-;-
2016;Februar;Laufwasser;1426088;1409986;-;-
2016;Februar;Speicherwasser;61585;61094;-;-
2016;Februar;Pumpspeicherwasser;-;-;-;-
2016;Februar;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2016;Februar;Pumpspeicher ohne natürlichen Zufluss;435994;424976;-;-
2016;Februar;Windkraft;-;-;-;-
2016;Februar;Photovoltaik;-;-;-;-
2016;Februar;Geothermie;11577;9291;.;-
2016;Februar;Solarthermie;-;-;-;-
2016;Februar;Feste biogene Stoffe;415036;373809;560858;6911810
2016;Februar;Flüssige biogene Stoffe;.;.;.;.
2016;Februar;Biogas;167857;163654;176224;1624107
2016;Februar;Klärgas;2857;2679;5518;40126
2016;Februar;Deponiegas;5843;5702;4014;58911
2016;Februar;Sonstige erneuerbare Energien;-;-;-;.
2016;Februar;Klärschlamm;12292;11188;3490;119333
2016;Februar;Abfall (Hausmüll, Industrie);-;-;-;-
2016;Februar;Abfall (Industrie);88593;69622;156458;1809722
2016;Februar;Abfall (Hausmüll, Siedlungsabfälle);875308;684483;1498067;17249317
2016;Februar;Kernenergie;7612405;7203739;-;-
2016;Februar;Wärme;51766;50137;136067;897821
2016;Februar;Sonstige Energieträger;4136;3986;13725;73015
2016;Februar;Insgesamt;36229331;33740576;12258647;270490984
2016;März;Steinkohlen;...;...;...;...
2016;März;Steinkohlenkoks;...;...;...;...
2016;März;Steinkohlenbriketts;...;...;...;...
2016;März;Kohlenwertstoffe aus Steinkohle;...;...;...;...
2016;März;Sonstige Steinkohlen;...;...;...;...
2016;März;Rohbraunkohlen;...;...;...;...
2016;März;Hartbraunkohlen;...;...;...;...
2016;März;Braunkohlenbriketts;...;...;...;...
2016;März;Braunkohlenkoks;...;...;...;...
2016;März;Wirbelschichtkohle;...;...;...;...
2016;März;Staub- und Trockenkohle;...;...;...;...
2016;März;Sonstige Braunkohlen;...;...;...;...
2016;März;Dieselkraftstoff;...;...;...;...
2016;März;Heizöl, leicht;...;...;...;...
2016;März;Heizöl, schwer;...;...;...;...
2016;März;Flüssiggas;...;...;...;...
2016;März;Raffineriegas;...;...;...;...
2016;März;Petrolkoks;...;...;...;...
2016;März;Sonstige Mineralölprodukte;...;...;...;...
2016;März;Erdgas, Erdölgas;...;...;...;...
2016;März;Grubengas;...;...;...;...
2016;März;Kokereigas;...;...;...;...
2016;März;Hochofengas;...;...;...;...
2016;März;Sonstige hergestellte Gase;...;...;...;...
2016;März;Laufwasser;...;...;...;...
2016;März;Speicherwasser;...;...;...;...
2016;März;Pumpspeicherwasser;...;...;...;...
2016;März;Pumpspeicher mit natürlichem Zufluss;...;...;...;...
2016;März;Pumpspeicher ohne natürlichen Zufluss;...;...;...;...
2016;März;Windkraft;...;...;...;...
2016;März;Photovoltaik;...;...;...;...
2016;März;Geothermie;...;...;...;...
2016;März;Solarthermie;...;...;...;...
2016;März;Feste biogene Stoffe;...;...;...;...
2016;März;Flüssige biogene Stoffe;...;...;...;...
2016;März;Biogas;...;...;...;...
2016;März;Klärgas;...;...;...;...
2016;März;Deponiegas;...;...;...;...
2016;März;Sonstige erneuerbare Energien;...;...;...;...
2016;März;Klärschlamm;...;...;...;...
2016;März;Abfall (Hausmüll, Industrie);...;...;...;...
2016;März;Abfall (Industrie);...;...;...;...
2016;März;Abfall (Hausmüll, Siedlungsabfälle);...;...;...;...
2016;März;Kernenergie;...;...;...;...
2016;März;Wärme;...;...;...;...
2016;März;Sonstige Energieträger;...;...;...;...
2016;März;Insgesamt;...;...;...;...
2016;April;Steinkohlen;...;...;...;...
2016;April;Steinkohlenkoks;...;...;...;...
2016;April;Steinkohlenbriketts;...;...;...;...
2016;April;Kohlenwertstoffe aus Steinkohle;...;...;...;...
2016;April;Sonstige Steinkohlen;...;...;...;...
2016;April;Rohbraunkohlen;...;...;...;...
2016;April;Hartbraunkohlen;...;...;...;...
2016;April;Braunkohlenbriketts;...;...;...;...
2016;April;Braunkohlenkoks;...;...;...;...
2016;April;Wirbelschichtkohle;...;...;...;...
2016;April;Staub- und Trockenkohle;...;...;...;...
2016;April;Sonstige Braunkohlen;...;...;...;...
2016;April;Dieselkraftstoff;...;...;...;...
2016;April;Heizöl, leicht;...;...;...;...
2016;April;Heizöl, schwer;...;...;...;...
2016;April;Flüssiggas;...;...;...;...
2016;April;Raffineriegas;...;...;...;...
2016;April;Petrolkoks;...;...;...;...
2016;April;Sonstige Mineralölprodukte;...;...;...;...
2016;April;Erdgas, Erdölgas;...;...;...;...
2016;April;Grubengas;...;...;...;...
2016;April;Kokereigas;...;...;...;...
2016;April;Hochofengas;...;...;...;...
2016;April;Sonstige hergestellte Gase;...;...;...;...
2016;April;Laufwasser;...;...;...;...
2016;April;Speicherwasser;...;...;...;...
2016;April;Pumpspeicherwasser;...;...;...;...
2016;April;Pumpspeicher mit natürlichem Zufluss;...;...;...;...
2016;April;Pumpspeicher ohne natürlichen Zufluss;...;...;...;...
2016;April;Windkraft;...;...;...;...
2016;April;Photovoltaik;...;...;...;...
2016;April;Geothermie;...;...;...;...
2016;April;Solarthermie;...;...;...;...
2016;April;Feste biogene Stoffe;...;...;...;...
2016;April;Flüssige biogene Stoffe;...;...;...;...
2016;April;Biogas;...;...;...;...
2016;April;Klärgas;...;...;...;...
2016;April;Deponiegas;...;...;...;...
2016;April;Sonstige erneuerbare Energien;...;...;...;...
2016;April;Klärschlamm;...;...;...;...
2016;April;Abfall (Hausmüll, Industrie);...;...;...;...
2016;April;Abfall (Industrie);...;...;...;...
2016;April;Abfall (Hausmüll, Siedlungsabfälle);...;...;...;...
2016;April;Kernenergie;...;...;...;...
2016;April;Wärme;...;...;...;...
2016;April;Sonstige Energieträger;...;...;...;...
2016;April;Insgesamt;...;...;...;...
2016;Mai;Steinkohlen;...;...;...;...
2016;Mai;Steinkohlenkoks;...;...;...;...
2016;Mai;Steinkohlenbriketts;...;...;...;...
2016;Mai;Kohlenwertstoffe aus Steinkohle;...;...;...;...
2016;Mai;Sonstige Steinkohlen;...;...;...;...
2016;Mai;Rohbraunkohlen;...;...;...;...
2016;Mai;Hartbraunkohlen;...;...;...;...
2016;Mai;Braunkohlenbriketts;...;...;...;...
2016;Mai;Braunkohlenkoks;...;...;...;...
2016;Mai;Wirbelschichtkohle;...;...;...;...
2016;Mai;Staub- und Trockenkohle;...;...;...;...
2016;Mai;Sonstige Braunkohlen;...;...;...;...
2016;Mai;Dieselkraftstoff;...;...;...;...
2016;Mai;Heizöl, leicht;...;...;...;...
2016;Mai;Heizöl, schwer;...;...;...;...
2016;Mai;Flüssiggas;...;...;...;...
2016;Mai;Raffineriegas;...;...;...;...
2016;Mai;Petrolkoks;...;...;...;...
2016;Mai;Sonstige Mineralölprodukte;...;...;...;...
2016;Mai;Erdgas, Erdölgas;...;...;...;...
2016;Mai;Grubengas;...;...;...;...
2016;Mai;Kokereigas;...;...;...;...
2016;Mai;Hochofengas;...;...;...;...
2016;Mai;Sonstige hergestellte Gase;...;...;...;...
2016;Mai;Laufwasser;...;...;...;...
2016;Mai;Speicherwasser;...;...;...;...
2016;Mai;Pumpspeicherwasser;...;...;...;...
2016;Mai;Pumpspeicher mit natürlichem Zufluss;...;...;...;...
2016;Mai;Pumpspeicher ohne natürlichen Zufluss;...;...;...;...
2016;Mai;Windkraft;...;...;...;...
2016;Mai;Photovoltaik;...;...;...;...
2016;Mai;Geothermie;...;...;...;...
2016;Mai;Solarthermie;...;...;...;...
2016;Mai;Feste biogene Stoffe;...;...;...;...
2016;Mai;Flüssige biogene Stoffe;...;...;...;...
2016;Mai;Biogas;...;...;...;...
2016;Mai;Klärgas;...;...;...;...
2016;Mai;Deponiegas;...;...;...;...
2016;Mai;Sonstige erneuerbare Energien;...;...;...;...
2016;Mai;Klärschlamm;...;...;...;...
2016;Mai;Abfall (Hausmüll, Industrie);...;...;...;...
2016;Mai;Abfall (Industrie);...;...;...;...
2016;Mai;Abfall (Hausmüll, Siedlungsabfälle);...;...;...;...
2016;Mai;Kernenergie;...;...;...;...
2016;Mai;Wärme;...;...;...;...
2016;Mai;Sonstige Energieträger;...;...;...;...
2016;Mai;Insgesamt;...;...;...;...
2016;Juni;Steinkohlen;...;...;...;...
2016;Juni;Steinkohlenkoks;...;...;...;...
2016;Juni;Steinkohlenbriketts;...;...;...;...
2016;Juni;Kohlenwertstoffe aus Steinkohle;...;...;...;...
2016;Juni;Sonstige Steinkohlen;...;...;...;...
2016;Juni;Rohbraunkohlen;...;...;...;...
2016;Juni;Hartbraunkohlen;...;...;...;...
2016;Juni;Braunkohlenbriketts;...;...;...;...
2016;Juni;Braunkohlenkoks;...;...;...;...
2016;Juni;Wirbelschichtkohle;...;...;...;...
2016;Juni;Staub- und Trockenkohle;...;...;...;...
2016;Juni;Sonstige Braunkohlen;...;...;...;...
2016;Juni;Dieselkraftstoff;...;...;...;...
2016;Juni;Heizöl, leicht;...;...;...;...
2016;Juni;Heizöl, schwer;...;...;...;...
2016;Juni;Flüssiggas;...;...;...;...
2016;Juni;Raffineriegas;...;...;...;...
2016;Juni;Petrolkoks;...;...;...;...
2016;Juni;Sonstige Mineralölprodukte;...;...;...;...
2016;Juni;Erdgas, Erdölgas;...;...;...;...
2016;Juni;Grubengas;...;...;...;...
2016;Juni;Kokereigas;...;...;...;...
2016;Juni;Hochofengas;...;...;...;...
2016;Juni;Sonstige hergestellte Gase;...;...;...;...
2016;Juni;Laufwasser;...;...;...;...
2016;Juni;Speicherwasser;...;...;...;...
2016;Juni;Pumpspeicherwasser;...;...;...;...
2016;Juni;Pumpspeicher mit natürlichem Zufluss;...;...;...;...
2016;Juni;Pumpspeicher ohne natürlichen Zufluss;...;...;...;...
2016;Juni;Windkraft;...;...;...;...
2016;Juni;Photovoltaik;...;...;...;...
2016;Juni;Geothermie;...;...;...;...
2016;Juni;Solarthermie;...;...;...;...
2016;Juni;Feste biogene Stoffe;...;...;...;...
2016;Juni;Flüssige biogene Stoffe;...;...;...;...
2016;Juni;Biogas;...;...;...;...
2016;Juni;Klärgas;...;...;...;...
2016;Juni;Deponiegas;...;...;...;...
2016;Juni;Sonstige erneuerbare Energien;...;...;...;...
2016;Juni;Klärschlamm;...;...;...;...
2016;Juni;Abfall (Hausmüll, Industrie);...;...;...;...
2016;Juni;Abfall (Industrie);...;...;...;...
2016;Juni;Abfall (Hausmüll, Siedlungsabfälle);...;...;...;...
2016;Juni;Kernenergie;...;...;...;...
2016;Juni;Wärme;...;...;...;...
2016;Juni;Sonstige Energieträger;...;...;...;...
2016;Juni;Insgesamt;...;...;...;...
2016;Juli;Steinkohlen;...;...;...;...
2016;Juli;Steinkohlenkoks;...;...;...;...
2016;Juli;Steinkohlenbriketts;...;...;...;...
2016;Juli;Kohlenwertstoffe aus Steinkohle;...;...;...;...
2016;Juli;Sonstige Steinkohlen;...;...;...;...
2016;Juli;Rohbraunkohlen;...;...;...;...
2016;Juli;Hartbraunkohlen;...;...;...;...
2016;Juli;Braunkohlenbriketts;...;...;...;...
2016;Juli;Braunkohlenkoks;...;...;...;...
2016;Juli;Wirbelschichtkohle;...;...;...;...
2016;Juli;Staub- und Trockenkohle;...;...;...;...
2016;Juli;Sonstige Braunkohlen;...;...;...;...
2016;Juli;Dieselkraftstoff;...;...;...;...
2016;Juli;Heizöl, leicht;...;...;...;...
2016;Juli;Heizöl, schwer;...;...;...;...
2016;Juli;Flüssiggas;...;...;...;...
2016;Juli;Raffineriegas;...;...;...;...
2016;Juli;Petrolkoks;...;...;...;...
2016;Juli;Sonstige Mineralölprodukte;...;...;...;...
2016;Juli;Erdgas, Erdölgas;...;...;...;...
2016;Juli;Grubengas;...;...;...;...
2016;Juli;Kokereigas;...;...;...;...
2016;Juli;Hochofengas;...;...;...;...
2016;Juli;Sonstige hergestellte Gase;...;...;...;...
2016;Juli;Laufwasser;...;...;...;...
2016;Juli;Speicherwasser;...;...;...;...
2016;Juli;Pumpspeicherwasser;...;...;...;...
2016;Juli;Pumpspeicher mit natürlichem Zufluss;...;...;...;...
2016;Juli;Pumpspeicher ohne natürlichen Zufluss;...;...;...;...
2016;Juli;Windkraft;...;...;...;...
2016;Juli;Photovoltaik;...;...;...;...
2016;Juli;Geothermie;...;...;...;...
2016;Juli;Solarthermie;...;...;...;...
2016;Juli;Feste biogene Stoffe;...;...;...;...
2016;Juli;Flüssige biogene Stoffe;...;...;...;...
2016;Juli;Biogas;...;...;...;...
2016;Juli;Klärgas;...;...;...;...
2016;Juli;Deponiegas;...;...;...;...
2016;Juli;Sonstige erneuerbare Energien;...;...;...;...
2016;Juli;Klärschlamm;...;...;...;...
2016;Juli;Abfall (Hausmüll, Industrie);...;...;...;...
2016;Juli;Abfall (Industrie);...;...;...;...
2016;Juli;Abfall (Hausmüll, Siedlungsabfälle);...;...;...;...
2016;Juli;Kernenergie;...;...;...;...
2016;Juli;Wärme;...;...;...;...
2016;Juli;Sonstige Energieträger;...;...;...;...
2016;Juli;Insgesamt;...;...;...;...
2016;August;Steinkohlen;...;...;...;...
2016;August;Steinkohlenkoks;...;...;...;...
2016;August;Steinkohlenbriketts;...;...;...;...
2016;August;Kohlenwertstoffe aus Steinkohle;...;...;...;...
2016;August;Sonstige Steinkohlen;...;...;...;...
2016;August;Rohbraunkohlen;...;...;...;...
2016;August;Hartbraunkohlen;...;...;...;...
2016;August;Braunkohlenbriketts;...;...;...;...
2016;August;Braunkohlenkoks;...;...;...;...
2016;August;Wirbelschichtkohle;...;...;...;...
2016;August;Staub- und Trockenkohle;...;...;...;...
2016;August;Sonstige Braunkohlen;...;...;...;...
2016;August;Dieselkraftstoff;...;...;...;...
2016;August;Heizöl, leicht;...;...;...;...
2016;August;Heizöl, schwer;...;...;...;...
2016;August;Flüssiggas;...;...;...;...
2016;August;Raffineriegas;...;...;...;...
2016;August;Petrolkoks;...;...;...;...
2016;August;Sonstige Mineralölprodukte;...;...;...;...
2016;August;Erdgas, Erdölgas;...;...;...;...
2016;August;Grubengas;...;...;...;...
2016;August;Kokereigas;...;...;...;...
2016;August;Hochofengas;...;...;...;...
2016;August;Sonstige hergestellte Gase;...;...;...;...
2016;August;Laufwasser;...;...;...;...
2016;August;Speicherwasser;...;...;...;...
2016;August;Pumpspeicherwasser;...;...;...;...
2016;August;Pumpspeicher mit natürlichem Zufluss;...;...;...;...
2016;August;Pumpspeicher ohne natürlichen Zufluss;...;...;...;...
2016;August;Windkraft;...;...;...;...
2016;August;Photovoltaik;...;...;...;...
2016;August;Geothermie;...;...;...;...
2016;August;Solarthermie;...;...;...;...
2016;August;Feste biogene Stoffe;...;...;...;...
2016;August;Flüssige biogene Stoffe;...;...;...;...
2016;August;Biogas;...;...;...;...
2016;August;Klärgas;...;...;...;...
2016;August;Deponiegas;...;...;...;...
2016;August;Sonstige erneuerbare Energien;...;...;...;...
2016;August;Klärschlamm;...;...;...;...
2016;August;Abfall (Hausmüll, Industrie);...;...;...;...
2016;August;Abfall (Industrie);...;...;...;...
2016;August;Abfall (Hausmüll, Siedlungsabfälle);...;...;...;...
2016;August;Kernenergie;...;...;...;...
2016;August;Wärme;...;...;...;...
2016;August;Sonstige Energieträger;...;...;...;...
2016;August;Insgesamt;...;...;...;...
2016;September;Steinkohlen;...;...;...;...
2016;September;Steinkohlenkoks;...;...;...;...
2016;September;Steinkohlenbriketts;...;...;...;...
2016;September;Kohlenwertstoffe aus Steinkohle;...;...;...;...
2016;September;Sonstige Steinkohlen;...;...;...;...
2016;September;Rohbraunkohlen;...;...;...;...
2016;September;Hartbraunkohlen;...;...;...;...
2016;September;Braunkohlenbriketts;...;...;...;...
2016;September;Braunkohlenkoks;...;...;...;...
2016;September;Wirbelschichtkohle;...;...;...;...
2016;September;Staub- und Trockenkohle;...;...;...;...
2016;September;Sonstige Braunkohlen;...;...;...;...
2016;September;Dieselkraftstoff;...;...;...;...
2016;September;Heizöl, leicht;...;...;...;...
2016;September;Heizöl, schwer;...;...;...;...
2016;September;Flüssiggas;...;...;...;...
